filename,xmin,ymin,xmax,ymax,angle,xloc,yloc,zloc
001685.txt,53,179,203,231,0.6,-19,2,29
001685.txt,131,164,268,219,0.55,-19,2,35
001685.txt,182,166,301,215,0.45,-20,2,39
001685.txt,517,160,577,194,2.74,-5,1,64
001686.txt,443,183,527,245,1.75,-3,1,19
001686.txt,323,177,363,203,1.93,-20,2,55
001686.txt,592,177,633,218,-1.57,0,1,31
001687.txt,1068,179,1241,293,-2.24,8,1,9
001687.txt,879,149,1019,250,-1.79,7,1,16
001687.txt,0,156,81,234,0.68,-21,2,24
001687.txt,0,159,151,225,0.59,-22,2,29
001687.txt,79,172,194,220,0.51,-22,2,33
001687.txt,457,157,529,197,2.75,-8,1,55
001688.txt,164,179,236,213,-1.03,-20,1,35
001688.txt,225,177,294,207,2.05,-19,1,40
001688.txt,520,179,557,206,1.65,-3,1,39
001688.txt,384,168,496,253,1.78,-3,1,16
001688.txt,588,174,626,212,-1.56,0,1,33
001690.txt,595,176,638,216,-1.58,0,1,29
001690.txt,0,187,58,286,2.35,-10,1,10
001690.txt,749,175,938,266,-1.12,4,1,13
001690.txt,683,170,801,224,-0.86,4,1,23
001690.txt,675,174,768,209,-0.84,4,1,30
001690.txt,656,174,726,201,-0.8,4,1,41
001690.txt,644,174,702,195,-0.87,4,1,48
001690.txt,637,169,686,192,-0.91,4,1,62
001690.txt,483,175,509,194,1.75,-10,1,68
001690.txt,462,177,479,191,1.75,-14,1,76
001691.txt,694,181,721,205,-1.54,6,2,47
001691.txt,775,182,1040,349,-1.91,3,1,8
001691.txt,548,183,614,229,1.77,0,1,26
001691.txt,753,153,876,281,-1.75,3,1,13
001691.txt,733,166,803,248,-1.64,4,1,18
001692.txt,866,137,935,262,-1.96,4,1,11
001692.txt,830,149,893,304,-1.37,2,1,8
001692.txt,545,162,596,220,-0.97,-1,1,22
001692.txt,1022,127,1069,253,-1.03,6,1,10
001692.txt,720,157,733,203,-0.82,4,0,27
001692.txt,743,152,757,200,-1.32,5,0,27
001692.txt,704,150,727,205,2.55,4,0,25
001693.txt,732,161,794,332,-1.86,1,1,7
001693.txt,819,155,884,327,-1.96,2,1,8
001693.txt,632,165,661,241,-1.87,0,1,17
001693.txt,814,154,870,268,-2.21,3,1,11
001693.txt,1041,146,1091,279,1.8,6,1,9
001693.txt,373,207,421,265,1.85,-3,1,13
001693.txt,371,167,398,256,1.83,-4,1,14
001693.txt,1108,138,1180,284,-2.99,7,1,9
001693.txt,522,163,559,199,1.56,-3,0,38
001693.txt,397,154,485,226,1.73,-5,1,23
001694.txt,648,195,674,224,-1.53,3,3,43
001695.txt,620,168,699,210,-1.19,1,1,26
001695.txt,341,167,467,245,1.9,-4,1,15
001695.txt,476,166,541,210,1.79,-3,1,25
001695.txt,500,160,556,206,1.71,-3,1,30
001695.txt,530,165,564,193,1.59,-3,1,38
001696.txt,597,174,665,239,-1.57,0,1,19
001696.txt,707,140,744,188,1.51,9,1,62
001696.txt,424,174,439,203,1.9,-10,1,40
001697.txt,515,181,535,199,-1.6,-6,1,59
001697.txt,524,176,583,230,-1.6,-1,1,23
001697.txt,394,178,480,248,-1.46,-4,1,18
001697.txt,0,189,233,296,-1.12,-8,1,12
001697.txt,0,188,130,270,-0.99,-11,1,14
001697.txt,272,184,359,233,-1.3,-9,1,23
001697.txt,344,184,399,218,-1.38,-10,1,32
001697.txt,257,185,315,216,-1.28,-15,1,35
001697.txt,403,164,442,205,-1.48,-12,1,48
001697.txt,451,158,495,205,-1.52,-7,1,43
001697.txt,472,155,497,194,-1.57,-14,0,82
001698.txt,536,179,562,201,1.64,-4,1,50
001698.txt,469,178,529,227,1.73,-4,1,26
001699.txt,56,181,282,259,-2.79,-9,1,15
001699.txt,131,182,309,246,-2.83,-9,1,18
001699.txt,182,171,331,234,0.15,-10,1,21
001699.txt,474,182,524,217,-1.78,-5,2,36
001700.txt,330,168,367,254,1.91,-5,1,14
001700.txt,661,159,700,254,-1.67,1,1,14
001700.txt,820,168,1094,255,-0.43,5,1,11
001700.txt,563,164,576,195,1.67,-2,0,41
001700.txt,697,162,716,218,-1.71,3,1,23
001701.txt,0,215,256,374,1.95,-6,2,9
001701.txt,584,189,650,235,-1.71,0,1,24
001701.txt,574,187,622,226,-1.66,0,2,30
001701.txt,403,190,447,222,1.73,-9,2,39
001701.txt,722,179,833,216,-2.85,7,1,30
001701.txt,762,177,880,220,-2.88,8,1,27
001701.txt,563,182,586,205,-1.57,-2,2,59
001701.txt,706,199,951,341,-1.96,2,1,9
001702.txt,200,198,501,374,1.88,-2,1,7
001702.txt,975,157,1002,223,1.04,10,1,19
001703.txt,529,182,563,216,1.54,-3,2,37
001704.txt,581,188,598,201,-1.55,-2,2,72
001705.txt,572,174,615,214,-1.57,0,1,31
001705.txt,328,143,457,263,-1.29,-4,1,14
001705.txt,389,143,499,241,-1.36,-4,1,19
001705.txt,477,171,527,210,-1.44,-5,1,34
001705.txt,508,180,540,203,-1.47,-5,1,46
001705.txt,525,162,555,195,-1.51,-5,0,59
001705.txt,35,184,208,252,-0.99,-11,1,17
001706.txt,900,139,954,272,-1.97,4,1,11
001706.txt,407,184,518,243,1.87,-3,1,19
001706.txt,653,169,688,191,1.86,5,1,60
001708.txt,412,178,507,250,1.75,-3,1,17
001708.txt,534,180,567,206,1.66,-3,1,42
001708.txt,567,179,584,195,1.62,-3,2,74
001708.txt,589,177,631,219,-1.56,0,1,30
001709.txt,783,195,1241,374,-2.03,2,1,5
001709.txt,696,187,807,256,-1.79,3,1,16
001709.txt,111,179,368,278,-2.72,-6,1,12
001709.txt,202,166,393,255,-2.74,-6,1,14
001709.txt,655,174,700,212,-1.69,3,1,36
001709.txt,419,178,512,215,-2.86,-6,1,31
001709.txt,456,191,514,225,-2.95,-4,1,24
001710.txt,166,195,447,354,2.01,-3,1,8
001710.txt,353,174,517,290,1.86,-3,1,13
001710.txt,899,119,1187,241,-0.56,10,1,17
001710.txt,716,186,799,241,-1.76,4,1,21
001710.txt,489,180,565,242,1.75,-2,1,22
001710.txt,695,176,763,227,-1.72,4,1,27
001710.txt,523,182,574,230,1.69,-2,2,27
001711.txt,90,187,129,223,2.3,-25,2,36
001711.txt,269,179,350,209,2.34,-17,2,41
001711.txt,423,172,484,199,2.64,-11,1,50
001711.txt,373,176,434,198,2.82,-15,1,55
001711.txt,523,170,586,192,3.08,-4,1,59
001712.txt,563,175,581,191,-1.51,-4,1,77
001712.txt,593,161,621,191,-1.58,0,1,75
001712.txt,244,163,270,251,3.0,-7,1,15
001713.txt,1000,149,1059,308,-2.04,4,1,7
001713.txt,601,166,649,206,1.63,1,0,29
001713.txt,805,155,829,232,-1.74,4,1,15
001713.txt,677,132,744,208,-1.64,4,0,27
001714.txt,208,181,456,329,-1.24,-3,1,9
001714.txt,1188,129,1223,208,-0.63,15,0,16
001714.txt,596,153,643,236,0.5,0,1,16
001714.txt,895,150,946,194,-0.6,12,0,28
001714.txt,394,155,428,252,0.26,-3,1,13
001714.txt,896,147,926,200,-1.48,10,0,24
001714.txt,149,177,182,246,0.69,-11,1,18
001714.txt,127,181,156,248,0.63,-11,1,17
001714.txt,298,166,391,252,-0.14,-5,1,14
001714.txt,125,178,162,248,-2.6,-10,1,16
001714.txt,67,172,117,262,-2.92,-10,1,14
001714.txt,233,162,259,248,-2.67,-8,1,16
001714.txt,1087,149,1223,188,-0.64,19,0,25
001715.txt,541,179,571,201,1.65,-3,1,49
001716.txt,1095,184,1223,235,0.88,19,1,24
001716.txt,952,181,1068,234,-2.16,13,1,24
001716.txt,602,172,636,202,-1.64,0,1,36
001716.txt,1204,154,1223,369,0.05,5,1,5
001716.txt,190,151,207,198,-1.4,-17,0,30
001716.txt,302,158,320,209,1.97,-10,1,26
001716.txt,514,160,539,208,1.37,-3,1,31
001716.txt,260,154,278,197,2.0,-15,0,32
001716.txt,333,157,370,248,1.18,-5,1,15
001716.txt,355,157,411,244,1.19,-5,1,15
001716.txt,396,157,444,252,1.09,-4,1,14
001716.txt,521,155,569,280,0.82,0,1,11
001716.txt,566,158,622,268,0.77,0,1,12
001716.txt,418,158,461,268,0.94,-2,1,12
001716.txt,452,163,500,260,0.93,-2,1,12
001716.txt,333,158,373,256,1.17,-4,1,13
001717.txt,599,156,629,188,-1.56,0,1,69
001717.txt,400,180,434,200,1.83,-16,2,61
001717.txt,675,164,687,193,-1.65,4,1,46
001718.txt,9,202,202,316,1.8,-8,1,11
001718.txt,466,183,522,222,-1.68,-4,1,28
001718.txt,642,165,746,210,-2.87,3,1,29
001718.txt,280,184,323,214,1.71,-17,2,40
001718.txt,730,110,1241,374,-2.29,2,1,6
001719.txt,303,158,425,209,1.79,-21,2,68
001720.txt,645,147,712,186,-1.76,6,1,73
001720.txt,0,201,142,320,2.27,-9,2,10
001720.txt,100,193,277,274,2.09,-9,1,15
001720.txt,395,181,454,216,1.84,-9,2,35
001721.txt,738,0,1166,374,-1.96,2,1,6
001721.txt,676,174,760,236,1.39,2,1,19
001721.txt,637,178,691,218,-1.73,2,1,28
001721.txt,91,192,177,246,-1.39,-14,2,22
001721.txt,240,198,272,243,-1.53,-10,2,22
001721.txt,496,177,510,212,1.63,-5,2,37
001721.txt,451,185,495,219,-1.6,-5,1,31
001721.txt,602,175,654,211,-1.83,0,1,35
001721.txt,571,181,607,205,-1.76,-1,2,47
001721.txt,514,177,528,209,1.55,-4,1,39
001722.txt,416,178,543,224,2.5,-4,1,25
001722.txt,606,175,727,213,2.58,2,1,29
001722.txt,493,171,650,233,0.05,-1,1,20
001723.txt,165,199,422,342,1.98,-3,1,9
001723.txt,0,201,240,374,2.35,-4,1,3
001723.txt,795,166,948,252,1.29,5,1,15
001723.txt,377,185,497,267,1.84,-3,1,15
001723.txt,772,162,953,223,-0.24,6,1,19
001723.txt,676,180,738,218,-1.22,4,1,30
001723.txt,712,174,776,210,-1.0,6,1,34
001723.txt,690,169,730,182,-0.49,10,0,73
001724.txt,212,172,394,325,2.02,-3,1,8
001724.txt,639,165,698,212,-1.73,2,1,27
001725.txt,624,165,660,252,-0.89,0,1,13
001725.txt,469,161,506,231,1.73,-3,1,19
001725.txt,463,161,496,215,-1.3,-4,1,24
001725.txt,803,151,830,219,-0.86,5,1,18
001725.txt,639,160,654,200,-1.4,2,0,32
001725.txt,658,158,669,198,-1.38,2,0,32
001726.txt,590,177,623,209,-1.59,0,1,38
001726.txt,159,194,332,268,2.06,-7,1,15
001727.txt,200,188,300,235,2.02,-13,2,27
001727.txt,754,165,776,210,-1.78,6,1,28
001728.txt,327,153,449,253,-1.3,-5,1,19
001728.txt,91,200,222,259,2.08,-12,2,20
001729.txt,1025,211,1241,374,-2.2,3,1,3
001730.txt,519,182,561,213,1.68,-3,2,38
001730.txt,565,180,586,195,1.64,-3,2,75
001731.txt,0,201,244,374,2.33,-3,1,4
001731.txt,260,192,476,328,1.96,-3,1,9
001731.txt,681,162,731,198,-1.38,5,1,37
001731.txt,429,185,492,223,-2.21,-7,2,34
001731.txt,940,160,1105,213,-0.28,12,1,21
001731.txt,876,161,1024,206,-0.13,11,1,24
001731.txt,724,161,758,186,1.71,8,0,48
001732.txt,504,192,582,219,-0.16,-3,2,41
001733.txt,656,182,723,235,-1.71,2,1,22
001733.txt,448,182,515,232,-1.4,-4,2,27
001733.txt,497,184,534,215,1.68,-5,2,41
001733.txt,569,180,577,199,1.63,-3,2,71
001733.txt,577,180,584,198,1.61,-2,2,71
001733.txt,634,179,673,211,-1.66,2,1,38
001734.txt,998,204,1223,369,-2.45,3,1,2
001734.txt,794,178,1120,354,-1.98,3,1,8
001734.txt,697,173,758,232,-1.6,3,1,20
001734.txt,673,177,715,213,-1.63,3,1,31
001734.txt,663,176,702,207,-1.62,3,1,36
001734.txt,653,176,679,198,-1.61,4,1,48
001735.txt,534,130,604,214,-1.56,-1,1,35
001735.txt,31,192,130,229,2.24,-25,2,34
001735.txt,125,191,193,220,2.16,-25,2,41
001735.txt,172,188,232,214,2.05,-25,2,45
001735.txt,222,186,269,211,1.99,-26,2,52
001736.txt,0,202,289,374,2.21,-3,1,4
001736.txt,379,192,489,279,1.77,-3,1,14
001736.txt,444,187,518,244,1.75,-3,1,21
001736.txt,714,183,753,257,-1.73,2,1,13
001737.txt,568,175,662,257,-1.68,0,1,16
001737.txt,181,182,238,206,1.99,-26,2,47
001737.txt,355,170,383,195,1.79,-26,2,79
001738.txt,587,175,652,238,-1.55,0,1,20
001738.txt,769,41,1068,247,1.26,7,1,20
001738.txt,732,116,829,212,1.39,7,1,32
001738.txt,713,131,778,201,1.46,8,1,44
001738.txt,706,144,746,195,1.52,9,1,58
001739.txt,537,189,569,222,1.54,-3,2,39
001739.txt,506,189,530,207,1.46,-8,3,64
001740.txt,0,226,109,374,2.54,-4,1,2
001740.txt,738,169,810,227,1.47,4,1,21
001740.txt,607,164,653,195,1.81,1,1,43
001740.txt,643,168,678,190,1.77,3,1,50
001741.txt,600,184,624,204,-1.63,0,1,54
001741.txt,31,188,339,360,-1.12,-4,1,8
001741.txt,0,166,187,287,-0.97,-8,1,12
001741.txt,709,182,909,314,-1.86,2,1,10
001741.txt,353,189,453,252,-1.35,-5,1,18
001741.txt,222,171,351,242,-1.22,-9,1,21
001741.txt,425,188,490,233,-1.42,-5,1,24
001741.txt,559,181,602,221,-1.6,-1,1,30
001741.txt,347,184,414,221,-1.33,-9,1,30
001741.txt,486,184,516,209,-1.5,-6,1,44
001741.txt,391,174,441,211,-1.37,-10,1,41
001741.txt,550,165,580,200,-1.59,-3,1,56
001742.txt,576,172,632,223,-1.57,0,1,24
001742.txt,0,162,158,375,-0.7,-4,1,3
001742.txt,97,187,291,270,-1.07,-8,1,15
001742.txt,328,184,453,258,-1.29,-4,1,16
001742.txt,439,147,521,222,-1.41,-4,1,27
001742.txt,506,175,545,207,-1.46,-4,1,38
001743.txt,241,196,445,315,1.93,-3,1,11
001743.txt,0,195,313,374,2.21,-4,1,5
001743.txt,399,184,506,258,1.82,-3,1,17
001743.txt,478,186,542,235,1.74,-3,1,23
001743.txt,502,184,556,224,1.68,-3,1,28
001743.txt,659,178,710,222,-1.5,2,1,28
001743.txt,673,180,733,216,-1.21,4,1,32
001743.txt,708,174,770,207,-0.99,6,1,36
001743.txt,661,169,700,182,-0.46,7,1,74
001744.txt,465,182,537,236,1.73,-3,1,21
001744.txt,330,177,369,203,1.92,-20,2,56
001744.txt,592,178,633,219,-1.57,0,1,31
001745.txt,409,185,500,242,1.81,-4,1,20
001745.txt,793,178,1001,308,-1.96,3,1,10
001745.txt,745,181,859,258,-1.78,4,1,15
001745.txt,462,182,528,225,1.77,-4,1,26
001745.txt,717,178,794,233,-1.73,4,1,21
001745.txt,491,181,547,215,1.75,-3,1,31
001745.txt,696,176,757,221,-1.7,4,1,26
001745.txt,549,178,580,201,1.71,-2,1,47
001746.txt,909,184,1241,374,-0.65,4,1,6
001746.txt,0,181,164,338,-2.44,-7,1,7
001746.txt,817,188,1174,330,-0.5,4,1,8
001746.txt,0,173,215,291,-2.6,-7,1,10
001746.txt,0,168,277,275,-2.73,-8,1,12
001746.txt,124,158,328,256,0.37,-8,1,15
001746.txt,201,168,349,233,-2.95,-9,1,21
001746.txt,462,179,504,207,-1.82,-8,2,45
001747.txt,553,184,610,230,-1.52,0,1,23
001747.txt,386,182,494,224,-2.36,-6,1,27
001747.txt,419,183,508,217,-2.3,-6,1,30
001747.txt,521,183,562,211,-1.49,-3,1,35
001747.txt,0,217,170,361,-2.59,-5,1,6
001747.txt,644,149,734,231,-1.74,2,1,24
001747.txt,344,164,423,215,1.9,-9,1,32
001747.txt,577,180,616,216,-1.56,0,1,32
001748.txt,707,153,732,234,-1.77,2,1,16
001748.txt,724,166,903,221,-0.3,5,1,19
001750.txt,705,175,716,205,1.41,5,1,42
001750.txt,0,179,118,237,2.22,-21,2,26
001750.txt,119,185,177,221,2.12,-20,2,32
001750.txt,0,192,148,258,2.19,-13,2,18
001750.txt,0,191,107,249,2.23,-16,2,20
001750.txt,278,183,348,219,1.95,-13,2,34
001750.txt,241,181,311,216,2.01,-16,2,36
001750.txt,410,179,446,201,1.83,-14,2,56
001751.txt,572,183,611,221,-1.57,0,2,33
001751.txt,307,186,390,240,1.89,-8,2,23
001751.txt,412,188,462,218,1.78,-8,2,36
001752.txt,589,161,618,192,-1.55,0,1,73
001752.txt,427,183,459,201,1.84,-14,2,64
001753.txt,518,163,740,374,-1.58,0,1,7
001753.txt,377,185,417,205,1.84,-15,2,53
001753.txt,334,187,374,208,1.92,-18,2,52
001753.txt,424,181,463,201,1.8,-12,2,53
001753.txt,221,181,380,238,0.53,-10,2,23
001753.txt,855,152,987,207,2.85,14,1,34
001754.txt,0,189,221,374,2.27,-4,1,5
001754.txt,345,183,450,248,1.75,-5,1,18
001754.txt,413,175,480,222,1.73,-6,1,27
001754.txt,931,124,1241,256,2.57,9,1,13
001755.txt,581,176,608,203,-1.57,-1,1,46
001755.txt,485,177,546,230,-1.45,-3,1,24
001755.txt,368,183,413,211,1.83,-13,2,43
001755.txt,642,168,679,210,-2.43,2,1,30
001756.txt,434,185,525,246,1.77,-3,1,20
001757.txt,581,142,638,211,-1.56,0,2,42
001757.txt,43,207,191,269,2.15,-15,2,22
001757.txt,267,188,336,226,1.96,-17,2,40
001758.txt,150,154,250,328,-2.57,-4,1,7
001759.txt,635,174,667,200,-1.66,2,1,45
001759.txt,684,170,764,233,-1.76,3,1,21
001759.txt,755,185,908,283,-1.85,3,1,12
001759.txt,683,136,750,201,-1.76,6,1,44
001760.txt,597,174,664,239,-1.57,0,1,19
001760.txt,710,138,754,192,1.5,9,1,56
001761.txt,422,178,452,197,1.7,-14,2,61
001762.txt,81,190,214,243,2.14,-15,2,24
001762.txt,317,183,379,217,1.91,-13,2,37
001762.txt,399,145,502,207,1.76,-9,1,48
001762.txt,737,167,755,207,-1.73,6,1,32
001763.txt,471,185,495,201,1.75,-11,2,64
001763.txt,1195,172,1241,281,1.92,8,1,10
001763.txt,1219,163,1240,222,1.82,18,1,22
001764.txt,505,183,526,201,-1.62,-7,1,59
001764.txt,524,179,591,237,-1.63,-1,1,21
001764.txt,0,202,151,353,-1.0,-6,1,7
001764.txt,43,188,202,253,-1.11,-12,1,18
001764.txt,311,185,377,226,-1.35,-10,1,28
001764.txt,173,170,272,227,-1.23,-14,1,27
001764.txt,359,183,405,213,-1.41,-11,1,37
001764.txt,274,186,323,214,-1.32,-16,1,39
001764.txt,402,166,436,203,-1.5,-13,1,53
001764.txt,448,160,487,204,-1.53,-8,1,46
001765.txt,0,109,410,374,1.98,-2,1,5
001765.txt,762,189,1011,329,-1.9,3,1,9
001765.txt,486,169,539,213,1.67,-3,1,27
001765.txt,300,172,473,294,1.82,-3,1,10
001765.txt,722,179,842,264,-1.82,3,1,14
001765.txt,684,174,760,229,-1.78,3,1,21
001765.txt,659,172,718,217,-1.71,2,1,25
001766.txt,0,186,118,274,2.31,-11,1,12
001766.txt,695,173,739,208,-1.64,4,1,31
001766.txt,789,166,837,183,3.11,17,0,63
001766.txt,556,171,564,197,-0.28,-3,1,47
001766.txt,1062,156,1126,179,2.81,38,0,57
001767.txt,598,181,665,244,-1.6,0,1,19
001767.txt,790,170,992,279,-1.15,4,1,12
001767.txt,708,178,809,230,-0.99,4,1,23
001767.txt,674,181,760,217,-0.91,4,1,29
001767.txt,0,194,266,329,2.14,-6,1,10
001767.txt,515,180,555,207,1.77,-4,2,44
001767.txt,220,190,343,244,2.02,-10,2,22
001767.txt,313,180,390,229,1.94,-10,2,29
001767.txt,573,180,602,196,1.76,-1,2,65
001767.txt,483,183,529,204,1.98,-7,2,52
001767.txt,652,178,676,193,-1.45,5,2,73
001768.txt,518,189,561,221,1.66,-3,2,36
001768.txt,595,183,618,207,-1.59,0,2,61
001769.txt,679,148,727,185,-1.68,9,1,77
001769.txt,0,181,109,316,2.27,-9,1,9
001769.txt,79,194,261,278,2.2,-8,1,14
001769.txt,212,179,348,252,2.0,-8,1,19
001769.txt,410,181,466,214,1.85,-8,1,34
001769.txt,494,177,527,199,1.75,-7,1,54
001770.txt,683,180,775,247,-1.74,2,1,18
001770.txt,563,180,584,197,1.62,-3,2,63
001770.txt,663,180,713,220,-1.69,2,1,28
001770.txt,649,176,695,215,-1.68,2,1,32
001770.txt,702,167,716,206,-1.71,4,1,34
001771.txt,786,147,1111,352,-1.95,3,1,8
001771.txt,345,177,484,271,1.83,-3,1,13
001771.txt,524,165,596,218,-1.42,-1,1,24
001771.txt,715,169,792,224,-1.35,4,1,20
001771.txt,443,174,511,218,1.75,-4,1,25
001771.txt,762,166,867,212,-0.99,7,1,25
001772.txt,895,69,1241,374,-2.37,3,1,2
001772.txt,717,176,914,314,-1.85,2,1,10
001772.txt,672,178,781,258,-1.78,2,1,16
001772.txt,663,167,697,193,1.41,5,1,52
001773.txt,1100,133,1241,374,-2.14,3,1,2
001773.txt,1138,160,1241,352,-1.56,6,1,7
001773.txt,465,163,534,239,-1.59,-3,1,21
001773.txt,837,118,1143,237,-0.63,9,1,17
001773.txt,192,185,313,246,-1.26,-10,1,20
001773.txt,384,174,438,214,-1.48,-7,1,27
001773.txt,666,169,760,221,-1.87,3,1,23
001773.txt,567,150,604,192,1.49,-1,1,50
001773.txt,725,165,822,219,-1.91,5,1,24
001773.txt,0,209,129,257,2.16,-16,2,19
001774.txt,586,158,622,197,-1.55,0,1,60
001774.txt,972,121,1170,341,-2.12,4,1,7
001775.txt,485,173,558,226,-1.41,-2,1,22
001775.txt,532,172,573,205,-1.48,-2,1,32
001775.txt,604,169,640,203,-1.55,1,0,35
001775.txt,458,161,515,205,1.74,-5,1,34
001775.txt,569,166,598,192,-1.5,-1,0,45
001776.txt,605,175,627,235,2.83,0,1,21
001776.txt,0,187,66,332,-2.79,-7,1,9
001776.txt,93,172,200,373,2.12,-3,1,6
001776.txt,832,154,908,336,2.9,2,1,7
001776.txt,1037,138,1163,373,-2.85,3,1,5
001776.txt,368,156,512,266,1.81,-3,1,16
001776.txt,467,162,546,237,1.71,-2,1,22
001776.txt,800,184,850,266,1.38,3,1,11
001777.txt,890,153,963,294,2.66,4,1,9
001778.txt,341,148,514,285,1.8,-2,1,11
001778.txt,716,161,884,296,-1.8,2,1,11
001778.txt,487,175,560,233,1.67,-2,1,20
001778.txt,534,165,593,206,1.75,-1,1,31
001778.txt,607,166,657,193,-0.62,1,1,43
001778.txt,0,176,278,332,-2.55,-6,1,7
001779.txt,0,194,220,374,-2.4,-6,1,6
001779.txt,48,190,366,285,-2.79,-6,1,12
001779.txt,1194,166,1241,374,-1.01,4,1,3
001779.txt,363,169,384,228,-1.77,-7,1,23
001779.txt,1004,155,1192,258,-2.13,8,1,12
001779.txt,1115,151,1241,254,-2.3,10,1,12
001779.txt,157,184,341,240,0.56,-9,1,19
001780.txt,0,180,246,342,-2.5,-6,1,7
001780.txt,639,184,675,210,-1.65,2,1,39
001780.txt,425,178,524,214,0.19,-6,1,33
001780.txt,719,183,843,229,-0.26,5,1,25
001780.txt,290,171,460,240,-2.9,-6,1,19
001780.txt,0,185,359,308,-2.67,-5,1,10
001780.txt,820,183,1018,263,-0.47,6,1,15
001781.txt,0,195,288,374,1.96,-4,1,6
001781.txt,441,189,491,222,1.77,-6,2,33
001781.txt,284,191,418,284,1.8,-4,1,13
001784.txt,430,181,525,252,1.75,-3,1,17
001785.txt,1094,183,1223,235,0.87,19,1,24
001785.txt,952,181,1068,234,-2.15,13,1,24
001785.txt,602,172,636,202,-1.64,0,1,36
001785.txt,522,165,589,259,1.27,-1,1,14
001785.txt,584,158,654,250,1.25,0,1,15
001785.txt,463,168,487,211,1.72,-5,1,29
001785.txt,201,151,225,209,1.92,-13,0,23
001785.txt,667,153,721,305,0.59,1,1,9
001785.txt,706,150,772,294,0.65,1,1,9
001785.txt,758,142,879,310,0.47,2,1,8
001785.txt,1108,142,1223,369,0.11,4,1,5
001785.txt,772,146,851,332,0.47,2,1,7
001786.txt,600,172,628,200,-1.58,0,1,45
001786.txt,118,193,267,257,2.08,-11,2,19
001786.txt,830,157,853,227,-1.88,5,1,16
001787.txt,573,174,613,213,-1.56,0,1,32
001787.txt,494,147,550,205,-1.48,-6,2,52
001787.txt,391,184,432,208,1.85,-13,2,49
001788.txt,46,202,307,340,2.06,-5,1,10
001788.txt,386,190,502,274,1.76,-3,1,15
001788.txt,232,194,387,284,1.93,-5,1,14
001788.txt,802,173,921,271,2.83,4,1,11
001788.txt,1104,151,1241,252,2.48,11,1,13
001788.txt,1211,159,1241,374,0.62,4,1,4
001788.txt,1071,237,1241,368,0.84,4,1,6
001788.txt,634,178,726,214,-0.12,3,1,34
001788.txt,613,176,676,203,0.01,2,1,48
001788.txt,468,172,538,236,1.7,-3,1,24
001789.txt,397,183,495,216,0.26,-8,2,36
001790.txt,879,157,955,314,1.58,3,1,8
001790.txt,782,176,840,296,1.61,2,1,9
001791.txt,830,0,1241,355,0.99,6,1,9
001791.txt,754,83,933,238,1.31,6,1,22
001792.txt,602,178,663,236,-1.57,0,1,21
001792.txt,760,183,910,284,-1.84,3,1,12
001793.txt,475,183,549,232,1.71,-3,1,24
001794.txt,548,182,569,201,-1.62,-3,1,57
001794.txt,0,194,96,375,-0.84,-5,1,4
001794.txt,609,181,718,263,-1.74,1,1,16
001794.txt,153,194,340,294,-1.23,-5,1,12
001794.txt,51,167,243,259,-1.14,-10,1,17
001794.txt,504,181,551,225,-1.6,-3,1,27
001794.txt,419,183,458,212,-1.44,-9,1,39
001794.txt,313,172,375,214,-1.34,-13,1,36
001794.txt,436,182,467,205,-1.48,-10,1,47
001794.txt,499,163,531,202,-1.57,-6,1,53
001795.txt,831,153,867,235,-1.86,5,1,15
001795.txt,654,162,710,212,-1.7,3,1,28
001796.txt,0,201,283,374,2.26,-3,1,4
001796.txt,254,191,438,299,1.85,-4,1,11
001796.txt,460,182,515,224,1.72,-4,1,25
001796.txt,488,156,540,211,1.65,-4,1,34
001796.txt,1013,134,1197,323,-2.18,5,1,7
001796.txt,530,177,555,199,1.65,-4,1,48
001797.txt,837,181,1168,355,-1.96,3,1,7
001797.txt,783,174,939,277,-1.82,4,1,12
001797.txt,772,158,868,240,-1.68,5,1,18
001797.txt,796,147,854,196,-1.35,12,1,41
001798.txt,542,182,576,208,1.65,-2,2,42
001799.txt,563,176,615,227,-1.56,0,1,24
001799.txt,505,180,529,198,1.68,-7,2,59
001799.txt,551,177,570,192,1.63,-5,1,74
001800.txt,887,190,943,231,-1.65,11,2,27
001801.txt,0,217,140,374,2.51,-3,1,2
001801.txt,765,189,1217,374,-1.99,2,1,6
001801.txt,35,197,414,374,2.04,-3,1,7
001801.txt,323,187,459,283,1.82,-3,1,13
001801.txt,408,185,506,250,1.77,-3,1,17
001801.txt,717,179,878,279,-1.82,3,1,12
001801.txt,696,175,783,240,-1.74,3,1,18
001801.txt,641,176,683,205,-1.8,2,1,39
001801.txt,595,177,629,197,-1.88,0,1,54
001801.txt,559,174,598,191,2.47,-2,1,69
001802.txt,608,157,657,203,-1.51,1,1,51
001802.txt,103,184,249,249,2.1,-13,2,23
001803.txt,605,176,662,229,-1.51,0,1,23
001803.txt,571,177,603,199,1.76,-1,1,50
001803.txt,540,179,571,199,1.81,-3,1,53
001804.txt,568,153,636,352,1.58,0,1,6
001805.txt,283,197,430,306,1.74,-4,1,12
001806.txt,551,185,600,223,-1.51,-1,1,28
001806.txt,294,214,415,316,-1.33,-3,1,10
001806.txt,464,193,506,241,-1.38,-3,1,20
001806.txt,217,192,396,265,1.0,-6,1,15
001806.txt,310,184,438,249,-2.09,-6,1,18
001806.txt,394,186,496,228,-2.1,-6,1,25
001806.txt,434,185,512,222,-2.23,-5,1,28
001806.txt,700,191,808,276,-1.75,2,1,13
